ID,Name,Email,Phone,Marks
13991,Student13991,student13991@example.com,9664946008,94
13992,Student13992,student13992@example.com,1880506934,86
13993,Student13993,student13993@example.com,0663311227,91
13994,Student13994,student13994@example.com,2826596945,35
13995,Student13995,student13995@example.com,0431645399,53
13996,Student13996,student13996@example.com,4435505799,79
13997,Student13997,student13997@example.com,2057743134,81
13998,Student13998,student13998@example.com,0617925895,50
13999,Student13999,student13999@example.com,9014797019,64
14000,Student14000,student14000@example.com,6085804395,74
14001,Student14001,student14001@example.com,6148031377,41
14002,Student14002,student14002@example.com,4987609308,38
14003,Student14003,student14003@example.com,6138993339,98
14004,Student14004,student14004@example.com,8754844978,71
14005,Student14005,student14005@example.com,0485292601,82
14006,Student14006,student14006@example.com,4917150505,41
14007,Student14007,student14007@example.com,7494040438,69
14008,Student14008,student14008@example.com,5757247434,56
14009,Student14009,student14009@example.com,5237157196,45
14010,Student14010,student14010@example.com,8755962791,62
14011,Student14011,student14011@example.com,6307439914,86
14012,Student14012,student14012@example.com,8304738042,72
14013,Student14013,student14013@example.com,3006877554,75
14014,Student14014,student14014@example.com,2377680600,57
14015,Student14015,student14015@example.com,8430273778,68
14016,Student14016,student14016@example.com,7212417123,37
14017,Student14017,student14017@example.com,9042505318,84
14018,Student14018,student14018@example.com,4055680097,95
14019,Student14019,student14019@example.com,6157865836,92
14020,Student14020,student14020@example.com,8812026070,96
14021,Student14021,student14021@example.com,5568935288,43
14022,Student14022,student14022@example.com,1291946143,92
14023,Student14023,student14023@example.com,6858527787,43
14024,Student14024,student14024@example.com,4298579185,52
14025,Student14025,student14025@example.com,4164208876,78
14026,Student14026,student14026@example.com,9206217509,68
14027,Student14027,student14027@example.com,0587499001,79
14028,Student14028,student14028@example.com,7217826906,64
14029,Student14029,student14029@example.com,5657610578,67
14030,Student14030,student14030@example.com,9208346372,44
14031,Student14031,student14031@example.com,9319825359,59
14032,Student14032,student14032@example.com,4254036917,89
14033,Student14033,student14033@example.com,2955532598,91
14034,Student14034,student14034@example.com,7843426913,100
14035,Student14035,student14035@example.com,4139919448,38
14036,Student14036,student14036@example.com,5095424708,56
14037,Student14037,student14037@example.com,7518690018,97
14038,Student14038,student14038@example.com,6715361077,58
14039,Student14039,student14039@example.com,1643116903,52
14040,Student14040,student14040@example.com,3772480468,81
14041,Student14041,student14041@example.com,1877942053,98
14042,Student14042,student14042@example.com,7476633618,43
14043,Student14043,student14043@example.com,4843403721,96
14044,Student14044,student14044@example.com,0451031682,70
14045,Student14045,student14045@example.com,2721562816,58
14046,Student14046,student14046@example.com,6683358044,96
14047,Student14047,student14047@example.com,1932526728,44
14048,Student14048,student14048@example.com,6507500146,76
14049,Student14049,student14049@example.com,7914889298,80
14050,Student14050,student14050@example.com,4915883673,41
14051,Student14051,student14051@example.com,9107430621,35
14052,Student14052,student14052@example.com,9508140695,84
14053,Student14053,student14053@example.com,7087646004,94
14054,Student14054,student14054@example.com,1798124351,66
14055,Student14055,student14055@example.com,2339536940,79
14056,Student14056,student14056@example.com,2029891633,47
14057,Student14057,student14057@example.com,2692300309,60
14058,Student14058,student14058@example.com,9546908779,40
14059,Student14059,student14059@example.com,7861332367,39
14060,Student14060,student14060@example.com,8634591822,87
14061,Student14061,student14061@example.com,6268337869,56
14062,Student14062,student14062@example.com,5373620356,70
14063,Student14063,student14063@example.com,7488575447,37
14064,Student14064,student14064@example.com,8577607204,87
14065,Student14065,student14065@example.com,5919111482,87
14066,Student14066,student14066@example.com,3634719509,43
14067,Student14067,student14067@example.com,2194748205,51
14068,Student14068,student14068@example.com,1103673343,97
14069,Student14069,student14069@example.com,8992434137,55
14070,Student14070,student14070@example.com,4924554237,47
14071,Student14071,student14071@example.com,4351263067,88
14072,Student14072,student14072@example.com,4746514655,50
14073,Student14073,student14073@example.com,0472015530,55
14074,Student14074,student14074@example.com,0489667789,96
14075,Student14075,student14075@example.com,7124566265,54
14076,Student14076,student14076@example.com,2639790519,58
14077,Student14077,student14077@example.com,3146543746,58
14078,Student14078,student14078@example.com,4421641555,55
14079,Student14079,student14079@example.com,2569694855,95
14080,Student14080,student14080@example.com,2655054910,63
14081,Student14081,student14081@example.com,1730243262,37
14082,Student14082,student14082@example.com,9845931269,49
14083,Student14083,student14083@example.com,1954087339,44
14084,Student14084,student14084@example.com,6993690272,94
14085,Student14085,student14085@example.com,5538098884,82
14086,Student14086,student14086@example.com,6322726709,72
14087,Student14087,student14087@example.com,5024616342,96
14088,Student14088,student14088@example.com,3788453998,94
14089,Student14089,student14089@example.com,1587476167,49
14090,Student14090,student14090@example.com,7612499364,54
14091,Student14091,student14091@example.com,3736148757,45
14092,Student14092,student14092@example.com,0763183337,44
14093,Student14093,student14093@example.com,5971353470,67
14094,Student14094,student14094@example.com,5717181907,82
14095,Student14095,student14095@example.com,7271984414,66
14096,Student14096,student14096@example.com,2233947722,37
14097,Student14097,student14097@example.com,4988870675,83
14098,Student14098,student14098@example.com,1072248098,78
14099,Student14099,student14099@example.com,1200187922,55
14100,Student14100,student14100@example.com,2927837633,74
14101,Student14101,student14101@example.com,3378671652,39
14102,Student14102,student14102@example.com,0067151278,79
14103,Student14103,student14103@example.com,6424394781,68
14104,Student14104,student14104@example.com,5389770627,81
14105,Student14105,student14105@example.com,2096956835,86
14106,Student14106,student14106@example.com,4695480998,83
14107,Student14107,student14107@example.com,4204382189,44
14108,Student14108,student14108@example.com,2254679920,58
14109,Student14109,student14109@example.com,4315523498,55
14110,Student14110,student14110@example.com,5896245105,73
14111,Student14111,student14111@example.com,2904344115,48
14112,Student14112,student14112@example.com,1725410400,62
14113,Student14113,student14113@example.com,2563643525,76
14114,Student14114,student14114@example.com,9521337750,80
14115,Student14115,student14115@example.com,9591349781,59
14116,Student14116,student14116@example.com,7413396978,58
14117,Student14117,student14117@example.com,6229359674,43
14118,Student14118,student14118@example.com,7413884704,56
14119,Student14119,student14119@example.com,8527857921,86
14120,Student14120,student14120@example.com,4701883403,53
14121,Student14121,student14121@example.com,5417607706,37
14122,Student14122,student14122@example.com,2333474430,83
14123,Student14123,student14123@example.com,8418492721,44
14124,Student14124,student14124@example.com,1526524335,84
14125,Student14125,student14125@example.com,2929038773,43
14126,Student14126,student14126@example.com,2420984700,71
14127,Student14127,student14127@example.com,0574893583,98
14128,Student14128,student14128@example.com,5354942094,36
14129,Student14129,student14129@example.com,2097838604,46
14130,Student14130,student14130@example.com,0786551272,49
14131,Student14131,student14131@example.com,6385674074,67
14132,Student14132,student14132@example.com,7107128196,44
14133,Student14133,student14133@example.com,7611561030,95
14134,Student14134,student14134@example.com,9189620993,56
14135,Student14135,student14135@example.com,4147298712,65
14136,Student14136,student14136@example.com,5922487462,56
14137,Student14137,student14137@example.com,4181941845,52
14138,Student14138,student14138@example.com,3828714613,89
14139,Student14139,student14139@example.com,2372375806,86
14140,Student14140,student14140@example.com,9108164502,89
14141,Student14141,student14141@example.com,0356776118,86
14142,Student14142,student14142@example.com,3055312671,66
14143,Student14143,student14143@example.com,2100120284,86
14144,Student14144,student14144@example.com,4752631090,45
14145,Student14145,student14145@example.com,3550740946,35
14146,Student14146,student14146@example.com,3612171450,88
14147,Student14147,student14147@example.com,9392975357,100
14148,Student14148,student14148@example.com,4405433646,43
14149,Student14149,student14149@example.com,5017513447,74
14150,Student14150,student14150@example.com,0646941895,48
14151,Student14151,student14151@example.com,2457548151,92
14152,Student14152,student14152@example.com,9865143513,59
14153,Student14153,student14153@example.com,9053748791,87
14154,Student14154,student14154@example.com,9960647073,69
14155,Student14155,student14155@example.com,1953560654,44
14156,Student14156,student14156@example.com,2405801578,38
14157,Student14157,student14157@example.com,2514355310,81
14158,Student14158,student14158@example.com,6289718715,61
14159,Student14159,student14159@example.com,9143166102,46
14160,Student14160,student14160@example.com,0478412400,68
14161,Student14161,student14161@example.com,3950313454,38
14162,Student14162,student14162@example.com,1083031549,63
14163,Student14163,student14163@example.com,6794381691,47
14164,Student14164,student14164@example.com,5284939044,49
14165,Student14165,student14165@example.com,5001869725,97
14166,Student14166,student14166@example.com,2416323646,41
14167,Student14167,student14167@example.com,6133472876,85
14168,Student14168,student14168@example.com,4954417077,42
14169,Student14169,student14169@example.com,8352163842,63
14170,Student14170,student14170@example.com,8209840946,67
14171,Student14171,student14171@example.com,8266795345,89
14172,Student14172,student14172@example.com,2027483059,93
14173,Student14173,student14173@example.com,4317720639,47
14174,Student14174,student14174@example.com,7636813800,99
14175,Student14175,student14175@example.com,3814008576,38
14176,Student14176,student14176@example.com,3504892347,94
14177,Student14177,student14177@example.com,5290199187,53
14178,Student14178,student14178@example.com,6112782204,57
14179,Student14179,student14179@example.com,4506815328,50
14180,Student14180,student14180@example.com,2027521277,78
14181,Student14181,student14181@example.com,6814908634,49
14182,Student14182,student14182@example.com,5488901627,96
14183,Student14183,student14183@example.com,4268698951,68
14184,Student14184,student14184@example.com,4535072796,97
14185,Student14185,student14185@example.com,1739099480,58
14186,Student14186,student14186@example.com,1191926266,59
14187,Student14187,student14187@example.com,0936631812,70
14188,Student14188,student14188@example.com,0650911520,84
14189,Student14189,student14189@example.com,8457902384,71
14190,Student14190,student14190@example.com,5817915818,42
14191,Student14191,student14191@example.com,7457077903,42
14192,Student14192,student14192@example.com,5459883380,95
14193,Student14193,student14193@example.com,7566188922,96
14194,Student14194,student14194@example.com,2055469666,92
14195,Student14195,student14195@example.com,4351067318,54
14196,Student14196,student14196@example.com,4912021739,53
14197,Student14197,student14197@example.com,2675218003,56
14198,Student14198,student14198@example.com,4057240881,37
14199,Student14199,student14199@example.com,1223615715,94
14200,Student14200,student14200@example.com,3158413791,80
14201,Student14201,student14201@example.com,2109068681,58
14202,Student14202,student14202@example.com,7265996269,66
14203,Student14203,student14203@example.com,0668436397,51
14204,Student14204,student14204@example.com,9637742729,95
14205,Student14205,student14205@example.com,5380404038,37
14206,Student14206,student14206@example.com,9069006176,60
14207,Student14207,student14207@example.com,2921272049,70
14208,Student14208,student14208@example.com,4799829678,61
14209,Student14209,student14209@example.com,2702980546,70
14210,Student14210,student14210@example.com,1937160506,95
14211,Student14211,student14211@example.com,3001068066,76
14212,Student14212,student14212@example.com,4012218439,68
14213,Student14213,student14213@example.com,1334469285,73
14214,Student14214,student14214@example.com,5103815891,75
14215,Student14215,student14215@example.com,7481061746,80
14216,Student14216,student14216@example.com,6078136374,74
14217,Student14217,student14217@example.com,4127223224,87
14218,Student14218,student14218@example.com,2651249562,47
14219,Student14219,student14219@example.com,4922090896,84
14220,Student14220,student14220@example.com,8294582017,42
14221,Student14221,student14221@example.com,9122580375,46
14222,Student14222,student14222@example.com,4466961749,50
14223,Student14223,student14223@example.com,3377717217,68
14224,Student14224,student14224@example.com,6931346191,98
14225,Student14225,student14225@example.com,3098555400,79
14226,Student14226,student14226@example.com,3799817477,87
14227,Student14227,student14227@example.com,6011689307,90
14228,Student14228,student14228@example.com,4033259655,70
14229,Student14229,student14229@example.com,8120624006,75
14230,Student14230,student14230@example.com,0751150286,83
14231,Student14231,student14231@example.com,6184365715,57
14232,Student14232,student14232@example.com,5442409736,39
14233,Student14233,student14233@example.com,7900157247,47
14234,Student14234,student14234@example.com,4400224380,79
14235,Student14235,student14235@example.com,7414757152,42
14236,Student14236,student14236@example.com,7260368364,63
14237,Student14237,student14237@example.com,2566167123,93
14238,Student14238,student14238@example.com,0644881411,70
14239,Student14239,student14239@example.com,0557001184,53
14240,Student14240,student14240@example.com,1336169920,78
14241,Student14241,student14241@example.com,9217914755,81
14242,Student14242,student14242@example.com,9192558035,44
14243,Student14243,student14243@example.com,5225722646,43
14244,Student14244,student14244@example.com,7288115727,83
14245,Student14245,student14245@example.com,8527559688,59
14246,Student14246,student14246@example.com,8143294511,69
14247,Student14247,student14247@example.com,0078510324,68
14248,Student14248,student14248@example.com,3503065657,92
14249,Student14249,student14249@example.com,6325748418,42
14250,Student14250,student14250@example.com,6894683588,89
14251,Student14251,student14251@example.com,5034186215,94
14252,Student14252,student14252@example.com,2277636685,100
14253,Student14253,student14253@example.com,6271213314,60
14254,Student14254,student14254@example.com,5177457645,82
14255,Student14255,student14255@example.com,0450107012,60
14256,Student14256,student14256@example.com,1036339856,96
14257,Student14257,student14257@example.com,0785190014,84
14258,Student14258,student14258@example.com,5788328716,75
14259,Student14259,student14259@example.com,6960472586,70
14260,Student14260,student14260@example.com,3490391509,57
14261,Student14261,student14261@example.com,1646721961,40
14262,Student14262,student14262@example.com,9573456426,57
14263,Student14263,student14263@example.com,2785079542,75
14264,Student14264,student14264@example.com,6530806002,98
14265,Student14265,student14265@example.com,1003874853,76
14266,Student14266,student14266@example.com,7394121450,91
14267,Student14267,student14267@example.com,6977135099,35
14268,Student14268,student14268@example.com,4065053791,88
14269,Student14269,student14269@example.com,9587191738,43
14270,Student14270,student14270@example.com,7787011452,73
14271,Student14271,student14271@example.com,7193453704,87
14272,Student14272,student14272@example.com,1859866455,52
14273,Student14273,student14273@example.com,8257725551,49
14274,Student14274,student14274@example.com,4289395876,62
14275,Student14275,student14275@example.com,6693613090,92
14276,Student14276,student14276@example.com,7272495600,74
14277,Student14277,student14277@example.com,0584533845,93
14278,Student14278,student14278@example.com,3023424536,65
14279,Student14279,student14279@example.com,9676963271,43
14280,Student14280,student14280@example.com,6728880449,94
14281,Student14281,student14281@example.com,5520988311,88
14282,Student14282,student14282@example.com,8377932450,85
14283,Student14283,student14283@example.com,4916331694,67
14284,Student14284,student14284@example.com,5763916786,38
14285,Student14285,student14285@example.com,5709537334,47
14286,Student14286,student14286@example.com,8269466154,89
14287,Student14287,student14287@example.com,8149110675,49
14288,Student14288,student14288@example.com,6670628750,67
14289,Student14289,student14289@example.com,0280685097,68
14290,Student14290,student14290@example.com,5232775322,40
14291,Student14291,student14291@example.com,6905279068,36
14292,Student14292,student14292@example.com,8631022832,46
14293,Student14293,student14293@example.com,1428680066,35
14294,Student14294,student14294@example.com,0590541091,40
14295,Student14295,student14295@example.com,2421648865,89
14296,Student14296,student14296@example.com,5302713109,49
14297,Student14297,student14297@example.com,5706667541,49
14298,Student14298,student14298@example.com,2359566018,41
14299,Student14299,student14299@example.com,3740817949,47
14300,Student14300,student14300@example.com,0593425147,82
14301,Student14301,student14301@example.com,9471591664,65
14302,Student14302,student14302@example.com,4020923660,60
14303,Student14303,student14303@example.com,5418476719,54
14304,Student14304,student14304@example.com,6222059781,53
14305,Student14305,student14305@example.com,3942624727,46
14306,Student14306,student14306@example.com,4029304722,69
14307,Student14307,student14307@example.com,4465304584,41
14308,Student14308,student14308@example.com,5064303471,96
14309,Student14309,student14309@example.com,6761287229,69
14310,Student14310,student14310@example.com,3009739572,92
14311,Student14311,student14311@example.com,2021341103,64
14312,Student14312,student14312@example.com,9943039539,75
14313,Student14313,student14313@example.com,3583867298,90
14314,Student14314,student14314@example.com,4192207389,59
14315,Student14315,student14315@example.com,0165100701,43
14316,Student14316,student14316@example.com,1432569978,59
14317,Student14317,student14317@example.com,7995026896,88
14318,Student14318,student14318@example.com,5257824241,77
14319,Student14319,student14319@example.com,0439496284,95
14320,Student14320,student14320@example.com,9101548591,62
14321,Student14321,student14321@example.com,3778964389,79
14322,Student14322,student14322@example.com,3018545866,77
14323,Student14323,student14323@example.com,7790344259,51
14324,Student14324,student14324@example.com,7396844255,57
14325,Student14325,student14325@example.com,5321999151,92
14326,Student14326,student14326@example.com,3597048677,95
14327,Student14327,student14327@example.com,1243846661,98
14328,Student14328,student14328@example.com,4855185141,73
14329,Student14329,student14329@example.com,3270128049,90
14330,Student14330,student14330@example.com,8376113132,100
14331,Student14331,student14331@example.com,5421646552,64
14332,Student14332,student14332@example.com,1161007946,51
14333,Student14333,student14333@example.com,7792066063,53
14334,Student14334,student14334@example.com,2064203895,36
14335,Student14335,student14335@example.com,3485736221,72
14336,Student14336,student14336@example.com,0266516004,82
14337,Student14337,student14337@example.com,0121754919,50
14338,Student14338,student14338@example.com,1804503611,66
14339,Student14339,student14339@example.com,4285330622,76
14340,Student14340,student14340@example.com,9487230847,70
14341,Student14341,student14341@example.com,6341581127,98
14342,Student14342,student14342@example.com,1549452966,63
14343,Student14343,student14343@example.com,9232691493,44
14344,Student14344,student14344@example.com,6708217826,67
14345,Student14345,student14345@example.com,0131987498,85
14346,Student14346,student14346@example.com,0387591044,47
14347,Student14347,student14347@example.com,3028821497,52
14348,Student14348,student14348@example.com,0781371232,71
14349,Student14349,student14349@example.com,2141810925,62
14350,Student14350,student14350@example.com,7667160256,43
14351,Student14351,student14351@example.com,7275316171,42
14352,Student14352,student14352@example.com,6636191769,69
14353,Student14353,student14353@example.com,5570033247,93
14354,Student14354,student14354@example.com,1979889179,43
14355,Student14355,student14355@example.com,6586125411,74
14356,Student14356,student14356@example.com,5232719596,84
14357,Student14357,student14357@example.com,4377098601,43
14358,Student14358,student14358@example.com,7520879772,83
14359,Student14359,student14359@example.com,1996242519,65
14360,Student14360,student14360@example.com,2263696832,35
14361,Student14361,student14361@example.com,0572494444,86
14362,Student14362,student14362@example.com,5787002095,60
14363,Student14363,student14363@example.com,3972116112,68
14364,Student14364,student14364@example.com,7407793354,73
14365,Student14365,student14365@example.com,2145962876,41
14366,Student14366,student14366@example.com,6824026028,79
14367,Student14367,student14367@example.com,0492323731,59
14368,Student14368,student14368@example.com,4048770710,76
14369,Student14369,student14369@example.com,0499865324,93
14370,Student14370,student14370@example.com,8698733503,66
14371,Student14371,student14371@example.com,8302950338,96
14372,Student14372,student14372@example.com,5559682606,95
14373,Student14373,student14373@example.com,5388010193,46
14374,Student14374,student14374@example.com,0140883870,82
14375,Student14375,student14375@example.com,2889409840,42
14376,Student14376,student14376@example.com,6136878692,47
14377,Student14377,student14377@example.com,9309787765,63
14378,Student14378,student14378@example.com,4346720822,69
14379,Student14379,student14379@example.com,9299351944,50
14380,Student14380,student14380@example.com,4667846141,40
14381,Student14381,student14381@example.com,1155452341,42
14382,Student14382,student14382@example.com,6639918817,88
14383,Student14383,student14383@example.com,0759088062,53
14384,Student14384,student14384@example.com,3997242585,54
14385,Student14385,student14385@example.com,1325397555,41
14386,Student14386,student14386@example.com,2210982139,61
14387,Student14387,student14387@example.com,6375907996,93
14388,Student14388,student14388@example.com,2297769453,72
14389,Student14389,student14389@example.com,7436764419,37
14390,Student14390,student14390@example.com,0438675977,98
14391,Student14391,student14391@example.com,4648523238,82
14392,Student14392,student14392@example.com,0010641419,37
14393,Student14393,student14393@example.com,6814824883,44
14394,Student14394,student14394@example.com,3167086149,47
14395,Student14395,student14395@example.com,7009328836,83
14396,Student14396,student14396@example.com,9853333005,76
14397,Student14397,student14397@example.com,8672859096,40
14398,Student14398,student14398@example.com,4285875809,95
14399,Student14399,student14399@example.com,4543305071,68
14400,Student14400,student14400@example.com,7644960071,93
14401,Student14401,student14401@example.com,1468352479,78
14402,Student14402,student14402@example.com,1305463683,85
14403,Student14403,student14403@example.com,9971803014,49
14404,Student14404,student14404@example.com,0249569154,84
14405,Student14405,student14405@example.com,4762536882,92
14406,Student14406,student14406@example.com,4616498512,38
14407,Student14407,student14407@example.com,2067276527,94
14408,Student14408,student14408@example.com,7411816928,80
14409,Student14409,student14409@example.com,6781334078,96
14410,Student14410,student14410@example.com,2499516610,75
14411,Student14411,student14411@example.com,2881210566,96
14412,Student14412,student14412@example.com,9783281365,74
14413,Student14413,student14413@example.com,4815122769,70
14414,Student14414,student14414@example.com,1900841849,55
14415,Student14415,student14415@example.com,0870492138,81
14416,Student14416,student14416@example.com,8269675172,65
14417,Student14417,student14417@example.com,7703617293,50
14418,Student14418,student14418@example.com,9440098593,58
14419,Student14419,student14419@example.com,3615584676,41
14420,Student14420,student14420@example.com,4225379248,82
14421,Student14421,student14421@example.com,5649688982,41
14422,Student14422,student14422@example.com,9669039749,83
14423,Student14423,student14423@example.com,7034857451,45
14424,Student14424,student14424@example.com,5612229168,96
14425,Student14425,student14425@example.com,4851632068,43
14426,Student14426,student14426@example.com,8739612518,35
14427,Student14427,student14427@example.com,7800580712,71
14428,Student14428,student14428@example.com,3444555545,58
14429,Student14429,student14429@example.com,8470575755,91
14430,Student14430,student14430@example.com,4100509883,100
14431,Student14431,student14431@example.com,0819339015,85
14432,Student14432,student14432@example.com,9693466776,35
14433,Student14433,student14433@example.com,8630287105,56
14434,Student14434,student14434@example.com,0838851361,55
14435,Student14435,student14435@example.com,0672917888,72
14436,Student14436,student14436@example.com,5379453255,48
14437,Student14437,student14437@example.com,4915118392,68
14438,Student14438,student14438@example.com,6366717996,76
14439,Student14439,student14439@example.com,6223508961,78
14440,Student14440,student14440@example.com,3221069259,72
14441,Student14441,student14441@example.com,2331558038,89
14442,Student14442,student14442@example.com,7232145556,39
14443,Student14443,student14443@example.com,0121287721,52
14444,Student14444,student14444@example.com,1300501487,46
14445,Student14445,student14445@example.com,8467132049,56
14446,Student14446,student14446@example.com,8337040999,67
14447,Student14447,student14447@example.com,1371465317,78
14448,Student14448,student14448@example.com,4071038264,100
14449,Student14449,student14449@example.com,2652937087,83
14450,Student14450,student14450@example.com,2427172667,42
14451,Student14451,student14451@example.com,3206365517,80
14452,Student14452,student14452@example.com,7030310459,64
14453,Student14453,student14453@example.com,4345893889,82
14454,Student14454,student14454@example.com,4641837645,48
14455,Student14455,student14455@example.com,7714012918,62
14456,Student14456,student14456@example.com,1392525990,90
14457,Student14457,student14457@example.com,6559636257,81
14458,Student14458,student14458@example.com,7108168642,43
14459,Student14459,student14459@example.com,8465600194,73
14460,Student14460,student14460@example.com,0479405379,72
14461,Student14461,student14461@example.com,5547716762,79
14462,Student14462,student14462@example.com,2335335922,49
14463,Student14463,student14463@example.com,4057857410,49
14464,Student14464,student14464@example.com,1344347852,51
14465,Student14465,student14465@example.com,9602305764,50
14466,Student14466,student14466@example.com,2504296980,94
14467,Student14467,student14467@example.com,4433438620,75
14468,Student14468,student14468@example.com,2093363695,96
14469,Student14469,student14469@example.com,6712238131,78
14470,Student14470,student14470@example.com,1285360431,44
14471,Student14471,student14471@example.com,1584534234,93
14472,Student14472,student14472@example.com,8883001600,65
14473,Student14473,student14473@example.com,7941133837,89
14474,Student14474,student14474@example.com,9920334986,99
14475,Student14475,student14475@example.com,4815487458,64
14476,Student14476,student14476@example.com,1569997470,66
14477,Student14477,student14477@example.com,6896562917,100
14478,Student14478,student14478@example.com,4092115558,43
14479,Student14479,student14479@example.com,3036254473,61
14480,Student14480,student14480@example.com,0088296024,45
14481,Student14481,student14481@example.com,2051299394,58
14482,Student14482,student14482@example.com,1018372005,71
14483,Student14483,student14483@example.com,0429102201,60
14484,Student14484,student14484@example.com,4327213287,63
14485,Student14485,student14485@example.com,4064279744,43
14486,Student14486,student14486@example.com,9000102766,40
14487,Student14487,student14487@example.com,0734312388,38
14488,Student14488,student14488@example.com,5867862779,69
14489,Student14489,student14489@example.com,3367975408,53
14490,Student14490,student14490@example.com,2950768302,89
14491,Student14491,student14491@example.com,8430273289,59
14492,Student14492,student14492@example.com,7367047061,61
14493,Student14493,student14493@example.com,5788054746,99
14494,Student14494,student14494@example.com,6085478403,45
14495,Student14495,student14495@example.com,3237389556,81
14496,Student14496,student14496@example.com,4872330199,69
14497,Student14497,student14497@example.com,1771367710,51
14498,Student14498,student14498@example.com,2918692041,36
14499,Student14499,student14499@example.com,7593198947,36
14500,Student14500,student14500@example.com,9904035105,35
14501,Student14501,student14501@example.com,3013116242,97
14502,Student14502,student14502@example.com,1278306525,52
14503,Student14503,student14503@example.com,9041503264,87
14504,Student14504,student14504@example.com,6773173642,82
14505,Student14505,student14505@example.com,3323993245,80
14506,Student14506,student14506@example.com,5406861719,47
14507,Student14507,student14507@example.com,9208942887,38
14508,Student14508,student14508@example.com,2735089174,41
14509,Student14509,student14509@example.com,3670114420,80
14510,Student14510,student14510@example.com,9115817191,56
14511,Student14511,student14511@example.com,2778070746,76
14512,Student14512,student14512@example.com,7583275086,44
14513,Student14513,student14513@example.com,9598607961,82
14514,Student14514,student14514@example.com,8971447243,61
14515,Student14515,student14515@example.com,7081380536,80
14516,Student14516,student14516@example.com,2357638693,50
14517,Student14517,student14517@example.com,9198387312,91
14518,Student14518,student14518@example.com,1976003315,71
14519,Student14519,student14519@example.com,3038967341,43
14520,Student14520,student14520@example.com,7101626186,85
14521,Student14521,student14521@example.com,8539996254,42
14522,Student14522,student14522@example.com,7847412339,77
14523,Student14523,student14523@example.com,7899331145,83
14524,Student14524,student14524@example.com,0438538777,70
14525,Student14525,student14525@example.com,8224033771,60
14526,Student14526,student14526@example.com,8262390787,90
14527,Student14527,student14527@example.com,9400504576,77
14528,Student14528,student14528@example.com,0161085915,39
14529,Student14529,student14529@example.com,8238770151,96
14530,Student14530,student14530@example.com,8012663976,72
14531,Student14531,student14531@example.com,6817683190,62
14532,Student14532,student14532@example.com,2952197570,57
14533,Student14533,student14533@example.com,6688938479,94
14534,Student14534,student14534@example.com,0995786732,80
14535,Student14535,student14535@example.com,0369199410,73
14536,Student14536,student14536@example.com,4012408845,98
14537,Student14537,student14537@example.com,7313645505,39
14538,Student14538,student14538@example.com,2794515621,76
14539,Student14539,student14539@example.com,4341706136,39
14540,Student14540,student14540@example.com,7902009568,59
14541,Student14541,student14541@example.com,4205096884,66
14542,Student14542,student14542@example.com,8868911854,88
14543,Student14543,student14543@example.com,1695895123,72
14544,Student14544,student14544@example.com,6827417397,75
14545,Student14545,student14545@example.com,9790684866,84
14546,Student14546,student14546@example.com,9950758503,52
14547,Student14547,student14547@example.com,8028392074,68
14548,Student14548,student14548@example.com,2647127136,75
14549,Student14549,student14549@example.com,9830485000,66
14550,Student14550,student14550@example.com,5085003723,43
14551,Student14551,student14551@example.com,6984235824,99
14552,Student14552,student14552@example.com,3875538718,61
14553,Student14553,student14553@example.com,9777880429,42
14554,Student14554,student14554@example.com,1684160606,43
14555,Student14555,student14555@example.com,0745247636,64
14556,Student14556,student14556@example.com,5267928710,64
14557,Student14557,student14557@example.com,3515355931,83
14558,Student14558,student14558@example.com,9447357682,77
14559,Student14559,student14559@example.com,4220812929,73
14560,Student14560,student14560@example.com,0106696633,93
14561,Student14561,student14561@example.com,5321602245,76
14562,Student14562,student14562@example.com,9023514789,68
14563,Student14563,student14563@example.com,0778262325,40
14564,Student14564,student14564@example.com,8609969759,38
14565,Student14565,student14565@example.com,2273982362,68
14566,Student14566,student14566@example.com,8168564662,84
14567,Student14567,student14567@example.com,8550626200,35
14568,Student14568,student14568@example.com,8599857159,89
14569,Student14569,student14569@example.com,6330351217,86
14570,Student14570,student14570@example.com,1270956547,41
14571,Student14571,student14571@example.com,8866526204,43
14572,Student14572,student14572@example.com,1003134649,69
14573,Student14573,student14573@example.com,7156658747,93
14574,Student14574,student14574@example.com,3751564120,74
14575,Student14575,student14575@example.com,5597505804,73
14576,Student14576,student14576@example.com,6252360055,39
14577,Student14577,student14577@example.com,3910891633,100
14578,Student14578,student14578@example.com,3023932694,48
14579,Student14579,student14579@example.com,3049893923,79
14580,Student14580,student14580@example.com,7136434118,37
14581,Student14581,student14581@example.com,8390825128,44
14582,Student14582,student14582@example.com,5817050020,94
14583,Student14583,student14583@example.com,8041211603,44
14584,Student14584,student14584@example.com,8301019043,73
14585,Student14585,student14585@example.com,8486505244,45
14586,Student14586,student14586@example.com,8429310644,76
14587,Student14587,student14587@example.com,8822447220,49
14588,Student14588,student14588@example.com,7053855042,77
14589,Student14589,student14589@example.com,8043444916,95
14590,Student14590,student14590@example.com,8572842498,66
14591,Student14591,student14591@example.com,7204448263,70
14592,Student14592,student14592@example.com,9872050874,44
14593,Student14593,student14593@example.com,3036982078,88
14594,Student14594,student14594@example.com,4061178207,44
14595,Student14595,student14595@example.com,4338417495,86
14596,Student14596,student14596@example.com,7595352579,95
14597,Student14597,student14597@example.com,1786470839,62
